time,closeAsk,closeBid,volume,BNP.EURTRY - EUR/TRY_x
2015-08-14T13:53:00.000000Z,3.15625,3.154296875,168.0,3.15625
2015-08-14T13:54:00.000000Z,3.15625,3.154296875,212.0,3.15625
2015-08-14T13:55:00.000000Z,3.158203125,3.15625,179.0,3.15625
2015-08-14T13:56:00.000000Z,3.158203125,3.15625,178.0,3.15625
2015-08-14T13:57:00.000000Z,3.16015625,3.158203125,138.0,3.16015625
2015-08-14T13:58:00.000000Z,3.16015625,3.158203125,141.0,3.16015625
2015-08-14T13:59:00.000000Z,3.16015625,3.158203125,148.0,3.16015625
2015-08-14T14:00:00.000000Z,3.158203125,3.158203125,368.0,3.158203125
2015-08-14T14:01:00.000000Z,3.16015625,3.158203125,335.0,3.16015625
2015-08-14T14:02:00.000000Z,3.16015625,3.158203125,230.0,3.16015625
2015-08-14T14:03:00.000000Z,3.16015625,3.16015625,254.0,3.16015625
2015-08-14T14:04:00.000000Z,3.162109375,3.16015625,326.0,3.16015625
2015-08-14T14:05:00.000000Z,3.162109375,3.16015625,238.0,3.16015625
2015-08-14T14:06:00.000000Z,3.158203125,3.158203125,271.0,3.158203125
2015-08-14T14:07:00.000000Z,3.158203125,3.15625,374.0,3.15625
2015-08-14T14:08:00.000000Z,3.158203125,3.15625,274.0,3.15625
2015-08-14T14:09:00.000000Z,3.158203125,3.15625,223.0,3.15625
2015-08-14T14:10:00.000000Z,3.158203125,3.15625,185.0,3.15625
2015-08-14T14:11:00.000000Z,3.158203125,3.154296875,173.0,3.15625
2015-08-14T14:12:00.000000Z,3.15625,3.154296875,253.0,3.15625
2015-08-14T14:13:00.000000Z,3.158203125,3.15625,235.0,3.15625
2015-08-14T14:14:00.000000Z,3.15625,3.15625,297.0,3.15625
2015-08-14T14:15:00.000000Z,3.15625,3.15625,198.0,3.15625
2015-08-14T14:16:00.000000Z,3.15625,3.154296875,187.0,3.15625
2015-08-14T14:17:00.000000Z,3.15625,3.154296875,158.0,3.15625
2015-08-14T14:18:00.000000Z,3.15625,3.154296875,239.0,3.15625
