time,BNP.CADSGD - CAD/SGD_x,closeAsk,closeBid,volume
2015-06-03T16:45:00.000000Z,1.078125,1.0791015625,1.078125,626.0
2015-06-03T17:00:00.000000Z,1.078125,1.078125,1.0771484375,537.0
2015-06-03T17:15:00.000000Z,1.078125,1.078125,1.0771484375,599.0
2015-06-03T17:30:00.000000Z,1.078125,1.078125,1.0771484375,275.0
2015-06-03T17:45:00.000000Z,1.078125,1.0791015625,1.078125,331.0
2015-06-03T18:00:00.000000Z,1.078125,1.078125,1.0771484375,380.0
2015-06-03T18:15:00.000000Z,1.078125,1.078125,1.078125,552.0
2015-06-03T18:30:00.000000Z,1.078125,1.078125,1.0771484375,399.0
2015-06-03T18:45:00.000000Z,1.078125,1.0791015625,1.078125,444.0
2015-06-03T19:00:00.000000Z,1.078125,1.0791015625,1.078125,267.0
2015-06-03T19:15:00.000000Z,1.078125,1.0791015625,1.078125,228.0
2015-06-03T19:30:00.000000Z,1.078125,1.078125,1.078125,264.0
2015-06-03T19:45:00.000000Z,1.078125,1.0791015625,1.078125,204.0
2015-06-03T20:00:00.000000Z,1.078125,1.0791015625,1.078125,218.0
2015-06-03T20:15:00.000000Z,1.078125,1.078125,1.078125,120.0
2015-06-03T20:30:00.000000Z,1.078125,1.078125,1.0771484375,325.0
2015-06-03T20:45:00.000000Z,1.078125,1.0791015625,1.078125,381.0
2015-06-03T21:00:00.000000Z,1.078125,1.080078125,1.0771484375,126.0
2015-06-03T21:15:00.000000Z,1.078125,1.0791015625,1.0771484375,136.0
2015-06-03T21:30:00.000000Z,1.078125,1.080078125,1.0771484375,210.0
2015-06-03T21:45:00.000000Z,1.078125,1.080078125,1.0771484375,108.0
2015-06-03T22:00:00.000000Z,1.078125,1.0791015625,1.078125,245.0
2015-06-03T22:15:00.000000Z,1.078125,1.0791015625,1.078125,68.0
2015-06-03T22:30:00.000000Z,1.078125,1.0791015625,1.078125,135.0
2015-06-03T22:45:00.000000Z,1.078125,1.0791015625,1.078125,344.0
2015-06-03T23:00:00.000000Z,1.078125,1.0791015625,1.078125,366.0
2015-06-03T23:15:00.000000Z,1.078125,1.0791015625,1.078125,151.0
2015-06-03T23:30:00.000000Z,1.0791015625,1.0791015625,1.0791015625,453.0
2015-06-03T23:45:00.000000Z,1.0791015625,1.0791015625,1.0791015625,696.0
2015-06-04T00:00:00.000000Z,1.080078125,1.080078125,1.0791015625,633.0
2015-06-04T00:15:00.000000Z,1.0791015625,1.0791015625,1.0791015625,637.0
2015-06-04T00:30:00.000000Z,1.078125,1.0791015625,1.078125,303.0
2015-06-04T00:45:00.000000Z,1.080078125,1.080078125,1.0791015625,274.0
