time,BNP.CHFHKD - CHF/HKD_x,closeAsk,closeBid,volume
2015-06-01T18:00:00.000000Z,8.1953125,8.1953125,8.1953125,186.0
2015-06-01T18:15:00.000000Z,8.203125,8.203125,8.1953125,242.0
2015-06-01T18:30:00.000000Z,8.203125,8.203125,8.203125,181.0
2015-06-01T18:45:00.000000Z,8.203125,8.203125,8.203125,228.0
2015-06-01T19:00:00.000000Z,8.203125,8.203125,8.203125,197.0
2015-06-01T19:15:00.000000Z,8.203125,8.203125,8.203125,214.0
2015-06-01T19:30:00.000000Z,8.1953125,8.1953125,8.1953125,183.0
2015-06-01T19:45:00.000000Z,8.1953125,8.1953125,8.1953125,118.0
2015-06-01T20:00:00.000000Z,8.203125,8.203125,8.203125,141.0
2015-06-01T20:15:00.000000Z,8.203125,8.203125,8.1953125,41.0
2015-06-01T20:30:00.000000Z,8.203125,8.203125,8.1953125,83.0
2015-06-01T20:45:00.000000Z,8.203125,8.203125,8.1953125,34.0
2015-06-01T21:00:00.000000Z,8.203125,8.203125,8.1953125,153.0
2015-06-01T21:15:00.000000Z,8.203125,8.203125,8.1953125,151.0
2015-06-01T21:30:00.000000Z,8.203125,8.203125,8.1953125,151.0
2015-06-01T21:45:00.000000Z,8.203125,8.203125,8.1953125,366.0
2015-06-01T22:00:00.000000Z,8.203125,8.203125,8.1953125,136.0
2015-06-01T22:15:00.000000Z,8.203125,8.203125,8.1953125,53.0
2015-06-01T22:30:00.000000Z,8.203125,8.203125,8.1953125,44.0
2015-06-01T22:45:00.000000Z,8.203125,8.203125,8.1953125,100.0
2015-06-01T23:00:00.000000Z,8.203125,8.203125,8.1953125,13.0
2015-06-01T23:15:00.000000Z,8.203125,8.203125,8.1953125,13.0
2015-06-01T23:30:00.000000Z,8.1953125,8.1953125,8.1953125,114.0
2015-06-01T23:45:00.000000Z,8.1953125,8.1953125,8.1953125,47.0
2015-06-02T00:00:00.000000Z,8.203125,8.203125,8.203125,131.0
2015-06-02T00:15:00.000000Z,8.203125,8.203125,8.203125,124.0
2015-06-02T00:30:00.000000Z,8.203125,8.203125,8.203125,104.0
